,question,option_a,option_b,option_c,option_d,correct answer,option,subject,llama_score
52,சோடாபானம் என்பது எவ்வகை கலவையால் ஆனது,நீர்மத்தில் வாயு,நீர்மத்தில் நீர்மம்,வாயுவில் நீர்மம்,நீர்மத்தில் திண்மம்,நீர்மத்தில் வாயு,0,chemistry,0
53,கலவை எது?,கடல் நீர்,தாதுக்கள்,மண்,இவையனைத்தும்,இவையனைத்தும்,3,chemistry,1
54,நாம் சுவாசிக்கும் போது வெளியிடப்படும் காற்றில் ஆக்ஸிஜன் எத்தனை சதவீதம் உள்ளது,0.16,0.04,0.12,0,0.16,0,chemistry,0
55,நாம் சுவாசிக்கும் போது வெளியிடப்படும் காற்றில் நைட்ரஜன் எத்தனை சதவீதம் உள்ளது,0.7,0.78,0.77,0.75,0.78,1,chemistry,0
56,நாம் சுவாசிக்கும் போது வெளியிடப்படும் காற்றில் காரியமில வாயு  எத்தனை சதவீதம் உள்ளது,0.0003,0.003,0.04,0.004,0.04,2,chemistry,0
57,ஹைட்ரஜனின் ஐசோடோப்பு எது?,புரோட்டியம் ,டியூட்ரியம்,டிரிட்டியம்,இவையனைத்தும்,இவையனைத்தும்,3,chemistry,1
58,புற்றுநோய் சிகிச்சையில் பயன்படும் ஐசோடோப்பு ,பாஸ்பரஸ்-32,கோபால்ட்-60,கார்பன்-11,இரும்பு-59,கோபால்ட்-60,1,chemistry,0
59, முன்கழுத்துக் கழலை நோயை குணப்படுத்த உதவும் ஐசோடோப்பு ,அயோடின் 131,பாஸ்பரஸ்-32,கோபால்ட்-60,இரும்பு-59,அயோடின் 131,0,chemistry,0
60,இரத்த சோகையை நீக்க பயன்படும் ஐசோடோப்பு,கார்பன்-11,இரும்பு-59,பாஸ்பரஸ்-32,அயோடின் 131,இரும்பு-59,1,chemistry,0
61,நவீன ஆவர்த்தன அட்டவணை உருவாக்கியவர்,மோஸ்லே,நியூலண்ட்,மெண்டலீப்,டோபனர்,மெண்டலீப்,2,chemistry,0
62,தனிமங்களின் எண்ம விதி யாரால் வெளியிடப்பட்டது,டோபனர்,மோஸ்லே,நியூலண்ட்,லவாய்சியர்,நியூலண்ட்,2,chemistry,0
63,தனிமங்களின் அணுநிறைகளின் அடிப்படை மும்பை விதியை உருவாக்கியவர்,மெண்டலீப்,நியூலண்ட்,டோபனர்,மோஸ்லே,டோபனர்,2,chemistry,0
64,ஈகா அலுமினியம் என்றழைக்கப்படும் தனிமம்,அலுமினியம்,போரான்,கேலியம்,ஸ்கேன்டியம்,கேலியம்,2,chemistry,0
65,ஈகா போரான் என்றழைக்கப்படும் தனிமம்,கேலியம்,ஸ்கேன்டியம்,அலுமினியம்,ஜெர்மானியம்,ஸ்கேன்டியம்,1,chemistry,0
66,ஈகா சிலிக்கான் என்றழைக்கப்படும் தனிமம்,போரான்,அலுமினியம்,ஜெர்மானியம்,ஸ்கேன்டியம்,ஜெர்மானியம்,2,chemistry,0
67,மின்சாரத்தையும் வெப்பத்தையும் கடத்தும் அலோகம்,அலுமினியம்,காப்பர்,கிராபைட்,லித்தியம்,கிராபைட்,2,chemistry,0
68,மிக குறைந்த எடைக்கொண்ட உலோகம்,கிராபைட்,லித்தியம்,அலுமினியம்,அலுமினியம்,லித்தியம்,1,chemistry,0
69,மிகவும் அதிக எடையுள்ள உலோகம்,ஆஸ்மியம்,சில்வர்,மெர்குரி,காப்பர்,ஆஸ்மியம்,0,chemistry,0
70,உலோகங்களில் அதிக அளவில் மின்சாரத்தை கூடியது ,மெர்குரி,காப்பர்,இரும்பு,சில்வர்,சில்வர்,3,chemistry,1
71,அறை வெப்பநிலையில் நீர்ம நிலையுள்ள உலோகம்,சில்வர்,ஆஸ்மியம்,மெர்குரி,இரும்பு,மெர்குரி,2,chemistry,0
72,அழுகிய முட்டை மணமுடைய வாயு,NO,N2O,PH3,H2S,H2S,3,chemistry,0
73,ஆழ்கடல்  மூழ்குபவர்களால் பயன்படுத்தும் வாயு கலவை,ஆக்ஸிஜன்-நைட்ரஜன்,ஆக்ஸிஜன்-நியான்,ஆக்ஸிஜன்-ஹிலியம்,ஆக்ஸிஜன்-ஹைட்ரஜன்,ஆக்ஸிஜன்-ஹிலியம்,2,chemistry,0
74,பூமியில் கலந்துள்ள நைட்ரஜன் எவ்வித கரைசலுக்கு உதாரணம்,தெவிட்டிய கரைசல்,தெவிட்டாத கரைசல்,காற்று கரைசல்,அதி தெவிட்டிய கரைசல்,தெவிட்டிய கரைசல்,0,chemistry,0
75,ஒரு  கரைசலின் அமிலம் அல்லது காரத்தன்மை அளவிட பயன்படும் அளவீடு முறை,Ph,pH,PH,ph,pH,1,chemistry,1
76,pH - அளவீட்டு முறையை அறிமுகப்படுத்தியவர்,S.P.L.சாரன்சன்,மார்சல்,மாக்லூகான்,ராபின்சன்,S.P.L.சாரன்சன்,0,chemistry,0
77,சிட்ரஸ் பழமரங்கள் எந்த வகையான மண்ணில் நன்கு வளரும்,காரத்தன்மை,அமிலத்தன்மை,நடுநிலைத்தன்மை,இவை அனைத்தும்,காரத்தன்மை,0,chemistry,0
78,வாண்டர்வால்ஸ் பிணைப்பு எவற்றில் காணப்படுகிறது,வைரம்,கிராபைட்,புல்லரில்,இவை அனைத்தும்,கிராபைட்,1,chemistry,0
79,மனித உடலில்  இருக்க வேண்டிய pH அளவு,7.3-7.4,7.4,4.5-6,6.5-7.5,4.5-6,2,chemistry,0
0,ஒலிச்செறிவைஅளக்கும் அலகு,டெசிபல்,வாட்ஸ்,ஹெர்ட்ஸ்,கேண்டிலா,டெசிபல்,0,physics,0
1,உலகில் முதன்முதலாக பிளாஸ்டிக் எப்போது பயன்படுத்தப்பட்டது,1862,1873,1903,1875,1862,0,physics,0
2,உலகில் முதன்முதலாக பிளாஸ்டிக் எங்கு அறிமுகப்படுத்தபட்டது,லண்டன்,நியூயார்க்,பெய்ஜிங்,மாஸ்கோ,லண்டன்,0,physics,0
3,மனிதனால் கேட்க்கூடிய ஒலிஅளவு,20-20000 ஹெர்ட்ஸ்,10-120 ஹெர்ட்ஸ்,20-200   ஹெர்ட்ஸ்,100-1000  ஹெர்ட்ஸ்,10-120 ஹெர்ட்ஸ்,1,physics,0
4,உலக சூற்றுச்சூழல் தினம்,ஜூலை 5,ஜூன் 5,மார்ச் 22,ஏப்ரல் 12,ஜூன் 5,1,physics,0
5,பழங்காலத்தில் பயன்படுத்தப்பட்ட அளவீட்டு முறை,FPS முறை,CGS முறை,MKS முறை,இவை அனைத்தும்,இவை அனைத்தும்,3,physics,1
6,ஒரு மெ்ரிக் டன் என்பது,1000 கி.கி,100கி.கி,10கி.கி,10000கி.கி,1000 கி.கி,0,physics,0
7,காலத்தின் S.I அலகு,ஆண்டு,நிமிடம்,வினாடி,மணி,வினாடி,2,physics,0
8,ரோபோவின் தந்தை என அழைக்கப்படுபவர்,நியூட்டன்,கலீலியோ,எடிசன்,ஐசக் அசிமோ,ஐசக் அசிமோ,3,physics,0
9,மாலுமிக்கு திசை காட்டும் கருவியை அளித்தவர்,ரஷ்யர்கள்,சீனர்கள்,அமெரிக்கர்கள்,ஆங்கிலேயர்கள்,சீனர்கள்,1,physics,0
10,காந்தத்தை தடங்கலின்றி தொங்கவிட்டால் எந்த திசையில் நிற்கும்,வடக்கு-தெற்கு,கிழக்கு-மேற்கு,கிழக்கு-தெற்கு,மேற்கு-கிழக்கு,வடக்கு-தெற்கு,0,physics,0
11,காந்தத்தின் ஈர்ப்பு விசை அதிகம் உள்ள பகுதி,இருமுனைகளில்,நடுவில்,வடமுனை,தென்முனை,இருமுனைகளில்,0,physics,0
12,காந்தம் முதலில் எங்கு கண்டறியப்பட்டது,சீனா,ஆசிய மைனர்,ஐரோப்பா,பிரான்ஸ்,சீனா,0,physics,0
13,வெப்பம் ஒரு வகை ஆற்றல் என கண்டறிந்தவர்,வோல்ட்டர்ஸ்,கலிலியோ,ஜேம்ஸ் ஜூல்,எடிசன்,ஜேம்ஸ் ஜூல்,2,physics,0
14,துணி விரைவில் உலர தேவையான ஆற்றல்,காற்று ஆற்றல்,இயக்க ஆற்றல்,சூரிய வெப்ப ஆற்றல்,ஒலி ஆற்றல்,சூரிய வெப்ப ஆற்றல்,2,physics,0
15,உலக விண்வெளி ஆண்டு,2000,2009,2010,2015,2009,1,physics,1
16,சூரிய ஒளி புவியை வந்தடைய எடுத்துக்கொள்ளும் நேரம்,8நி 20 வி,20நி 8வி,500நி,200நி,8நி 20 வி,0,physics,0
17,விண்வெளிக்கு சென்ற முதல் இந்திய பெண்,கிரண்பேடி,கல்பனா சாவ்லா,வட்சுமி,ருக்மணி,கல்பனா சாவ்லா,1,physics,0
18,பருப்பொருள்களின் நிலைகள் எத்தனை வகைப்படும்,3,4,5,6,5,2,physics,0
19,பருப்பொருள்களின் நான்காம் நிலை,திண்மம்,திரவம்,வாயு,பிளாஸ்மா,பிளாஸ்மா,3,physics,1
20,ஒரு நானோமீட்டர் என்பது,10^-10 மீ,10^-12மீ,10^-9மீ,10^-6மீ,10^-9மீ,2,physics,1
21,எல்லா திசைகளிலும் எளிதில் பாய்வது,திண்மம்,திரவம்,வாயு,இவை அனைத்தும்,வாயு,2,physics,0
22,பனிக்கட்டி நீர்மமாகும் போது,வெப்பத்தை வெளியிடுகிறது,வெப்பத்தை எடுத்துக்கொள்கிறது,வெப்பநிலையில் மாற்றமில்லை,இவை அனைத்தும்,வெப்பத்தை எடுத்துக்கொள்கிறது,1,physics,0
23,வாயுவின் வெப்பநிலை குறைந்து நீர்ம்மாகும் போது,வெப்பத்தை வெளியிடுகிறது,வெப்பத்தை எடுத்துக்கொள்கிறது,வெப்பநிலையில் மாற்றமில்லை,இவை அனைத்தும்,வெப்பத்தை வெளியிடுகிறது,0,physics,0
24,வாயு மூலக்கூறுக்கிடையே உள்ள ஈர்ப்பு விசை,திண்மத்தை விட அதிகம்,திரவத்தை விட அதிகம்,திண்மத்தை விட குறைவு,திரவத்திற்கு சம்ம்,திண்மத்தை விட குறைவு,2,physics,0
25,மூன்று நிலைகளிலும் இருக்கும் ஒரே பொருள்,நீர் ,கண்ணாடி,கல்,இவை அனைத்தும்,நீர் ,0,physics,0
26,தனிஊசலின் அலைவு நேரம் எதை பொறுத்து அமையும்,குண்டின் நிறை,வீச்சு,நீளம்,இவை அனைத்தும்,நீளம்,2,physics,0
27,வானியல் அலகு என்பது,9.46*10^12 கி.மீ,1.496*10^12 கி.மீ,1.496*10^8 கி.மீ,1.496*10^8 மீ,1.496*10^8 கி.மீ,2,physics,0
28,ஒளியாண்டு என்பது,9.46*10^12கி.மீ,1.496*10^12 கி.மீ,1.496*10^8 கி.மீ,1.496*10^8 மீ,9.46*10^12கி.மீ,0,physics,0
29,வானியல் அலகு என்பது,புவிக்கும் நிலவுக்கும் இடைப்பட்ட தொலைவு,புவிக்கும் சூரியனுக்கு இடைப்பட்ட தொலைவு,சூரியனுக்கும் புதனுக்கும் இடைப்பட்ட தொலைவு,புவிக்கும் புதனுக்கும்இடைப்பட்ட தொலைவு,புவிக்கும் சூரியனுக்கு இடைப்பட்ட தொலைவு,1,physics,0
30,முதலாவது ஊசல் கடிகாரம் யாரால் வடிவமைக்கப்ட்டது,கலீலியோ,கிறிஸ்டியன் ஹைஜன்ஸ்,நியூட்டன்,ஸ்வான்,கிறிஸ்டியன் ஹைஜன்ஸ்,1,physics,0
31,வேகத்தின் அலகு,m/s,ms^-2,km/h,km/s,m/s,0,physics,1
32,வாகனம் செல்லும் வேகத்தை அளவிடும் கருவி,ஓடோமீட்டர்,வெஞ்சுரி மீட்டர்,அனிமோமீட்டர்,பாராமணி,அனிமோமீட்டர்,2,physics,0
33,தமிழகத்தில் விளையாட்டு விழா எப்போது நடைபெறும்,மார்ச்-ஏப்ரல்,ஏப்ரல்-மே,ஜுலை-ஆகஸ்ட்,ஆகஸ்ட்-செப்டம்பர்,ஆகஸ்ட்-செப்டம்பர்,3,physics,1
34,தமிழ்நாட்டில் காற்றாலை அமைந்துள்ள இடம்,கயத்தாறு ,ஆரல்வாய்மொழி,பல்லடம்,இவை அனைத்தும்,இவை அனைத்தும்,3,physics,0
35,முதலாவது மின்கல் யாரால் வடிவமைக்கப்ட்டது,அலெக்ஸட்ரா வோல்டா,லூயி கல்வானி,ஓம்,மைக்கேல் பாரடே,லூயி கல்வானி,1,physics,1
36,மின்சாரத்தை உருவாக்கும் மீன்,மின் விலங்கு மீன்,மின் கோபைன் மீன்,மின் சுறாமீன்,இவை அனைத்தும்,மின் விலங்கு மீன்,0,physics,0
37,மின் விலங்கு மீன் எங்கு அதிகம் உள்ளது ,நைல் நதி,ஓரினோக்கொ நதி,மிசிசிப்பி,கங்ஙை,ஓரினோக்கொ நதி,1,physics,1
38,மின்னோட்டத்தின் காந்த விளைவை கண்றிந்தவர்,கிறிஸ்டியன் ஒயர்ஸடெட்,கிறிஸ்டியன் ஹைஜன்ஸ்,கலீலியோ,நியூட்டன்,கிறிஸ்டியன் ஒயர்ஸடெட்,0,physics,0
39,நைக்ரோல் எதன் கலவை,இரும்பு.நிக்கல்,"நிக்கல்,காப்பர்", குரோமியம் காப்பர்,"நிக்கல்,குரோமியம்","நிக்கல்,குரோமியம்",3,physics,1
40,பல வண்ணங்களின் தொகுப்பு என்ன நிறமாக இருக்கும்,அடர் சிவப்பு,கருப்பு,நிறமற்று,வெண்மை,வெண்மை,3,physics,1
41,காவலூர் எங்கு உள்ளது?,வேலூர் மாவட்டம்,நீலகிரி மாவட்டம்,தேனீ மாவட்டம்,கன்னியாகுமாரி மாவட்டம்,வேலூர் மாவட்டம்,0,physics,0
42,நிறப்பிரிகையின் போது வெள்ளை ஒளிஎத்தனை நிறங்களாக பிரியும்,3,7,5,12,7,1,physics,1
43,வாகனங்களின் பின்புறத்தில் உள்ளவற்றை வாகன ஓட்டுனர் எதன் மூலம் காண்பார்,குவி ஆடி,குழி ஆடி,சமதள ஆடி,இருபுற குவி ஆடி,குவி ஆடி,0,physics,1
44,ஒளிச் செறிவின் அலகு,டெசிபெல்,கேண்டிலா,ஹெர்ட்ஸ்,இவைகளில் எதுவுமில்லை,கேண்டிலா,1,physics,0
45,SI  அலகு முறையில் அடிப்படை அளவுகளின் எண்ணிக்கை,22,3,7,5,7,2,physics,0
46,SI  அலகு முறையில் வழி அளவுகளின் எண்ணிக்கை,23,20,22,44,22,2,physics,1
47,நிலநடுக்கத்தை அளவிட பயன்படுத்தப்படும் அளவு,ரிக்டார்,வெக்டார்,மீட்டர்,கேண்டிலா,ரிக்டார்,0,physics,0
48,மீயோலியை உணரக் கூடிய உயிரினம்,வௌவால்,மனிதன்,நாய்,இவை அனைத்தும்,வௌவால்,0,physics,0
49,அழுத்தத்தின் அலகு,மீ/வி,பாஸ்கல்,நி.மீ2,நி.மீ -3,பாஸ்கல்,1,physics,1
50,சூரிய ஒளி புவியை வந்தடைவது எவ்வகையான வெப்பப் பரவல்,வெப்பச்சலனம்,வெப்பக்கதிர் வீசல்,வெப்பக்கடத்தல்,இவை அனைத்தும்,வெப்பக்கதிர் வீசல்,1,physics,1
51,இடிதாங்கியை கண்டுப்பிடித்தவர்,பெஞ்சமின் பிராங்களின் ,அலெக்சாண்டர் பிளமிங்,மைக்கேல் பாரடே,கிறிஸ்டியன் ஒயர்ஸ்டெட்,பெஞ்சமின் பிராங்களின் ,0,physics,0
52,பெரிஸ்கோப் எந்த தத்துவத்தில்  செயல் படுகிறது,ஒளி விலகல்,முழுஅக எதிரொளிப்பு,ஒளி எதிரொளிப்பு,ஒளி ஊடுருவல்,ஒளி எதிரொளிப்பு,2,physics,0
53,தெளிவுறு காட்சியின் மீட்சிறு தொலைவு,2.5 மீ,35 செ.மீ,25 செ.மீ,15 செ.மீ,25 செ.மீ,2,physics,1
54,மீயொலி எனப்படும் ஒலி அதிர்வெண் நெடுக்கம் ,20000 Hz-க்கு மேல்,2000 Hz-க்கு மேல்,20 Hz-க்கு கீழ்,200000 Hz-க்கு கீழ்,20000 Hz-க்கு மேல்,0,physics,0
55,குற்றொலி எனப்படும் ஒலி அதிர்வெண் நெடுக்கம்,20 Hz-க்கு மேல்,2 Hz-க்கு கீழ்,20 Hz-க்கு கீழ்,200 Hz-க்கு கீழ்,20 Hz-க்கு கீழ்,2,physics,0
56,ஆல்பா துகள்கள் என்பது எந்த தனிமத்தின் உட்கருவைப் பெற்றுள்ளது? ,ஹைட்ரஜன்,நியான்,செனான்,ஹீலியம்,ஹீலியம்,3,physics,0
57,அணுக்கரு இயற்பியல் தந்தை என அழைக்கப்படுபவர்,எர்னஸ்ட்ருதர்போர்டு,நீல்ஸ்போர்,ஜான்டால்டன்,தாம்சன்,எர்னஸ்ட்ருதர்போர்டு,0,physics,0
58,நியூட்ரானை கண்டுப்பிடித்தவர்,சாட்விக்,தாம்சன்,எர்னஸ்ட்ருதர்போர்டு,நீல்ஸ்போர்,சாட்விக்,0,physics,0
59,கார்பனின் புறவேற்றுமை வடிவங்களுக்கு உதாரணம்,வைரம்,கிராபைட்,புல்லரீன்,இவை அனைத்தும்,இவை அனைத்தும்,3,physics,1
60,எஃகு இரும்பில் உள்ள கார்பனின் சதவீதம்,0.2-4%,2-4.5%,0.25-2%,0.22-1%,0.25-2%,2,physics,0
61,திருகு அளவியின் மீச்சிற்றளவு,0.001 செ.மீ,0.1 செ.மீ,1 செ.மீ,0.01 செ.மீ,0.001 செ.மீ,0,physics,0
62,சந்திரயன் 1 எப்போது ஏவப்பட்டது,2008,2006,2004,2007,2008,0,physics,0
63,சந்திராயன் 1 மற்றும் 2 திட்ட இயக்குனர்,இராமகிருஷ்ணன்,இராதாகிருஷ்ணன்,மயில்சாமி அண்ணாதுறை,மாதவன்,மயில்சாமி அண்ணாதுறை,2,physics,0
64,விண்ணில் அமைக்கப்பட்ட விண்வெளி நிலையம்,அல்மேஜ்,ஸ்கைலோப்,மீர்,இவை அனைத்தும்,இவை அனைத்தும்,3,physics,0
65,உயிரி தொழில் நுட்பம் அமைப்புகளின் பயன்படும் குளிரி,ஹிலியம்,ஹைட்ரஜன் ,அமோனிய,குளோரின்,ஹைட்ரஜன் ,1,physics,0
66,M R I ஸ்கேனரில் பயன்படும் தனிம்ம,திரவ ஹிலியம்,திரவ ஹைட்ரஜன் ,  திரவ அமோனிய,திரவ குளோரின்,திரவ ஹிலியம்,0,physics,0
67,லென்சின் திரனின் அலகு,டையாப்ரம்,ஸ்டிரோடியன்,ரோடியன்,டையாப்டர்,டையாப்டர்,3,physics,0
68,கிட்டபார்வை ஏற்ப்பட காரணம்,விழி லென்ஸ் அதிகப்படியான வளைவு,விழிகோளம்,விழி லென்ஸ் குவிய தொலைவு குறைதல்,இவை அனைத்தும்,இவை அனைத்தும்,3,physics,0
69,மையோபியா என்பது,கிட்டபார்வை,தூரப்பார்வை,கார்ரியா பாதிப்பு,விழிதிறை பாதிப்பு,கிட்டபார்வை,0,physics,0
70,இருகுவிய லென்ஸை உருவாக்கியவர் யார்,எட்வின்  ஹப்புளர்,பெஞ்சமின் பிராங்கின்,கலிலியோ,தாமஸ்,பெஞ்சமின் பிராங்கின்,1,physics,0
71,கிட்டபார்வை சரிசெய்ய பயன்படும் லென்ஸ்,குவி லென்ஸ்,குழி லென்ஸ்,இரு குவிய கண்ணாடி,இவைகளில் எதுவுமில்லை,குழி லென்ஸ்,1,physics,0
72,பின்வருவனவற்றுள் எது தூரப்பார்வை குறிக்கும்,மையோபிய,பிரஷ்னாயோபியா,போட்டோபோபியா,ஹைப்பர்மெட்ரோபியா,ஹைப்பர்மெட்ரோபியா,3,physics,1
73,தூரபார்வை சரிசெய்ய பயன்படும் லென்ஸ்,குவி லென்ஸ்,குழி லென்ஸ்,இரு குவிய கண்ணாடி,இவைகளில் எதுவுமில்லை,குவி லென்ஸ்,0,physics,0
74,காற்றாலை இயங்க தேவைப்படும் குறைந்தபட்ச  வேகம் (கி.மீ/ம),10,15,20,25,15,1,physics,0
75,இந்தியாவில் வீடுகளுக்கு வழங்கப்படும் மின்னாற்றலின்அளவு (V),270,210,220,230,220,2,physics,0
76,ஒரு முழு திண்ம பெருளின் யங்குணகம் ,0,1,0.5,முடிவிலி,முடிவிலி,3,physics,1
77,கீழ்கண்டவற்றுள் எது ஸ்கேலர் அளவு அல்ல,பாகுநிலை,பரப்பு இழுவிசை,அழுத்தம்,தகைவு,தகைவு,3,physics,0
78,கம்பின் வெப்பநிலை உயர்த்தப்பட்டால் அதன் யங்குணம்,மாறாது,குறையும்,அதிக அளவு உயரும்,மிக குறைவு,குறையும்,1,physics,1
79,சார்லஸ் விதியின்படி பருமன் மற்றும் வெப்பநிலைக்குமான வரைப்படம்,நீள்வட்டம்,வட்டம்,நேர்கோடு,பரவளையம்,நேர்கோடு,2,physics,0
0,பின்வருவனவற்றுல் எது உன்மை அல்ல,(4237 + 5498) + 3439 = 4237 + (5498 + 3439),(4237 × 5498) × 3439= 4237 × (5498 × 3439),4237+5498×3439=(4237+5498)×3439,4237 × (5498 + 3439) = (4237 × 5498) + (4237 × 3439),,2,math,0
1,நூல் விற்பனையாளர் 175 ஆங்கில நூல்களையும் 245 அறிவியல் நூல்களையும் 385 கனித நூல்களையும் வைத்துள்ளார். ஒவ்வொரு பெட்டியிலும் பாட வாரியாக சம எண்ணிக்கையில் மூண்டரு பாட நூல்களையும் வைத்து விற்க விரும்புகிறார். அதிகபட்சமாக எத்தனைப் பெட்டிகள் தேவைபடும்? ஒரு பெட்டியில் உள்ள ஒவ்வொரு பாட நூல்களின் எண்ணிக்கையைக் காண்க,20,33,23,32,,2,math,0
2,"ஒரு பூங்காவானது நாற்கர வடிவிலுள்ளது. அந்த பூங்காவாது பக்க அளவுகள் முறையே 15 மீ, 20 மீ, 26 மீ, 17 மீ ம்ற்றும் முதல் இரண்டு பக்கங்களுக்கு இடையேயுள்ள கோணம் செங்கோணம் எனில் பூங்காவின் பரப்பை காண்க. (மீ^2)",345,354,385,365,,2,math,0
3,"ஒரு மிதிவண்டி உற்ப்த்தி செய்யும் நிருவனம் 35 மிதிவண்டிகளை 5 நாட்களில் உற்பத்தி செய்கிறது எனில், அந்நிறுவனம் 21 நாட்களில் உற்பத்தி செய்யும் மிதிவண்டிகளின் எண்ணிக்கை _______",150,70,100,147,,3,math,0
4,கீழே கொடுக்கபட்டவைகளில் எது பரவல் அளவை இல்லை?,வீச்சு,திட்டவில்க்கம்,கூட்டுச்சராசரி,விலக்க வர்க்கச் சராசரி,,2,math,0
5,"ஒரு கிரிக்கெட் அணி கடைசி 10 போட்டிகளில் பெற்ற ஓட்டங்கள் 235, 400, 351, x, 100, 315, 410, 165, 260 மற்றும் 284, எனில் அந்த அணி 4வது போட்டியில் பெற்ற ஓட்டங்களைக் கண்டுபிடி?",240,260,340,360,,0,math,0
6,"வட்ட வடிவ மட்டைப் பந்துத் திடலின் ஆரம் 76 மீ. அந்தத் திடலைச் சுற்றிலும் 2 மீ அகலத்தில் மழைநீர் வடிவதற்கான வடிகால் அமைக்க வேண்டியிருந்தது. ஒரு சதுர மீட்டருக்கு ரூ. 180 வீதம் செலவானால், அந்த வடிகால் அமைக்கத் தேவையான மொத்தத் தொகயை காண்க. (ரூ.)","1,74,240","1,56,320","1,48,240","1,64,360",,1,math,0
7,"ஓர் இயந்திரத்தின் தற்போதைய மதிப்பு 40,000 மற்றும் ஒவ்வொரு வருடமும் அதன் மதிப்பு 10% குறைகிறது. 6வது வருடத்தில் இயந்திரத்தின் தோராய மதிப்பைக் காண்க",19769.3,23619.6,20000,23̀169,,1,math,0
8,"ஒரு பள்ளியில் 560 மாணவர்கள் உள்ளனர். அதில் 320 பேர் சிறுவர்கள் எனில், அந்த பள்ளியிலுள்ள சிறுமிகளின் சதவீதத்தைக் கண்டறியவும்",40.16,42.04,44.14,42.86,,3,math,1
9,பதினோறாவது பிபநோசி எண் என்ன,55,77,89,55,,3,math,0
10,"10, 17, 16, 21, 13, 18, 12, 10, 19, 22 என்ற வகைப்படுத்தபடாத தரவுகளின் இடைநிலை அளவு காண்க",17,16.5,13,10,,1,math,0
11,மணி ஓர் அன்பளிப்பு பொருளை ரூ. 1500 க்கு வாங்குகிறார். அப்பொருளை விற்பனை செய்யும் போது ரூ.150 இலாபம் பெற விரும்பி ரூ.1800 என விலை குறிக்கிறார். அவர் தனது வாடிக்கையாளர்களுக்கு எவ்வளவு தள்ளுபடி தர வேண்டும்.,50,100,150,200,,3,math,0
12,"ஒரு நகரில், 40% மக்கள் ஒரு வகை பழத்தை மட்டும், 35% மக்கள் இரண்டு வகை பழங்களையும் விரும்புகிறார்கள் எனில், மேற்கண்ட மூண்று வகை பழங்களையும் விரும்பாதவர்களின் சதவீதம் என்ன?",5,8,10,15,,0,math,1
13,ஓர் அறைக்கோளத்தின் மேல் ஓர் உள்ளீடற்ற உருளையைப் பொருத்திய வடிவத்தில் அமைந்த ஒரு கிண்ணத்தின் விட்டம் 14 செ.மீ. எனில் அதன் கொள்ளளவைக் காண்க,1642.54,1642.42,1644.54,1642.67,,3,math,0
14,"P மற்றும் Q ஆகியோர் ஒரு வேலையை முறையே 20 மற்றும் 30 நாள்களில் முடிப்பர் அவர்கள் இருவரும் ஒன்றாகச் சேர்ந்து வேலையைத் தொடங்கின்ர். சில நாட்கள் வேலை செய்த பிறகு Q ஆனவர் சென்றுவிடுகிறார். மீதமுள்ள வேலையை P ஆனவர் 5 நாட்களில் முடிக்கிறார் எனில், தொடங்கியதிலிருந்து எத்தனை நாள்களுக்கு பிறகு  வேலையை விட்டு சென்றார்?",9,8,10,12,,0,math,0
15,ஒரு குடும்பம் ஒரு ஹோட்டலுக்கு சென்று உணவிற்கு ரூபாய் 350 செலவழித்தனர் மற்றும் கூடுதலாக 5% GST செலுத்தினர். CGST மற்றும் SGST கணக்கிடுக.,₹8.75,₹2.5,₹10.25,₹7.75,,0,math,0
16,"தச்சர் A ஒரு நாற்காலியின் பகுதிகளை பொருத்த 15 நிமிடங்கள் எடுத்துக்கொள்கிறார், அதேவேளை தச்சர் B அதே வேலை செய்ய A விட 3 நிமிடங்கள் கூடுதலாக எடுத்துக்கொள்கிறார். இருவரும் சேர்ந்து பணிபுரிந்தால், 22 நாற்காலிகளின் பகுதிகளை பொருத்த எவ்வளவு நேரம் ஆகும்?",180 நிமிடங்கள்,180 நொடிகள்,180 மணிகள்,ஏதுமில்லை,,0,math,0
17,ஜானகி கைகளில் ஓர் இணைகர வடிவிலான ஒரு துணி உள்ளது. அதன் உயரம் 12 செ.மீ. மற்றும் அடிப் பகுதி 18 செ.மீ. அவள் இந்த துணியை நடுப்புள்ளிகளின் வழியாக சமமான நான்கு இணைகரங்களாக வெட்டுகிறாள். ஒவ்வொரு புதிய பரலல் சதுரத்தின் பரப்பளவை கண்டறியவும். (செ.மீ^2),34,56,45,54,,3,math,0
18,"பின்வரும் எண் வரிசையில் அடுத்த மூன்று எண்களை கண்டுபிடிக்கவும்.

21/33, 321/444, 4321/5555","12345/6666, 123456/777777, 1234567/8888888","54321/66666, 654321/7777777, 7654321/88888888","54321/6666, 654321/7777777, 7654321/8888888","12345/6666, 123456/7777, 1234567/8888",,1,math,0
19,148 மற்றும் 185 இன்  மீச்சிறு பொது மடங்கு (மீ. போ. ம),690,760,1010,740,,3,math,1
20,"a, b என்ற எண்களின் மீச்சிறு பொது மடங்கு (மீ. போ. ம) c எனில் a மற்றும்  b ன் மீச்சிறு பொது மடங்கு (மீ. போ. ம) என்ன?",ab/c,ac/b,bc/a,c/ab,,0,math,0
21,"
254 மற்றும் 508 ஆகிய இரண்டாலும் பகிரப்படும், 4 மீதம் இருக்கும் சிறிய எண்களை கண்டுபிடிக்கவும்.",512,762,1024,1524,,0,math,1
